checkpoint (in update steps),metric_name,metric
0,acc,0.3639398998330551
10,acc,0.3656093489148581
20,acc,0.36894824707846413
40,acc,0.39565943238731216
100,acc,0.4056761268781302
200,acc,0.2370617696160267
400,acc,0.2570951585976628
800,acc,0.24040066777963273
21085,acc,0.3772954924874791
42170,acc,0.4791318864774624
63255,acc,0.4273789649415693
84340,acc,0.46243739565943237
105425,acc,0.44574290484140233
126510,acc,0.5025041736227045
147595,acc,0.4574290484140234
168680,acc,0.5041736227045075
189765,acc,0.49081803005008345
210850,acc,0.4657762938230384
231935,acc,0.5308848080133556
253020,acc,0.4540901502504174
274105,acc,0.4674457429048414
295190,acc,0.5459098497495827
316275,acc,0.5008347245409015
337360,acc,0.4991652754590985
358445,acc,0.49081803005008345
379530,acc,0.5141903171953256
400615,acc,0.48080133555926546
421700,acc,0.4774624373956594
442785,acc,0.48914858096828046
463870,acc,0.4691151919866444
484955,acc,0.4991652754590985
506040,acc,0.48080133555926546
527125,acc,0.5008347245409015
548210,acc,0.4974958263772955
569295,acc,0.4958263772954925
590380,acc,0.5041736227045075
611465,acc,0.5008347245409015
632550,acc,0.49081803005008345
653635,acc,0.5091819699499165
674720,acc,0.5409015025041736
695805,acc,0.5191986644407346
716890,acc,0.48580968280467446
737975,acc,0.49248747913188645
759060,acc,0.5025041736227045
780145,acc,0.5125208681135225
801230,acc,0.5609348914858097
822315,acc,0.48580968280467446
843400,acc,0.4774624373956594
864485,acc,0.48914858096828046
885570,acc,0.4958263772954925
906655,acc,0.5108514190317195
927740,acc,0.5242070116861436
948825,acc,0.5025041736227045
969910,acc,0.5041736227045075
990995,acc,0.4974958263772955
1012080,acc,0.5025041736227045
